address,census_tract,clearance_date,clearance_status,council_district_code,description,district,latitude,location,location_description,longitude,primary_type,timestamp,unique_key,x_coordinate,y_coordinate,year,zipcode
13422 DESSAU RD Austin TX 78660,18.399999999999999,2015-11-30 00:00:00,Not cleared,7.0,BURGLARY OF VEHICLE,E,,,13422 DESSAU RD,,Theft,2015-11-22 00:00:00,20153260050.0,3146541.0,10120866.0,2015.0,78660.0
6201 ORLEANS DR,,,,,,,,,,,,,,,,,
Austin TX 78744,,,,,,,,,,,,,,,,,
(30.169313 -97.740706),24.26,,,2.0,AGG ASSAULT,F,30.169313,(30.169313-97.740706),6201 ORLEANS DR,-97.740706,Aggravated Assault,2014-05-10 00:00:00,20141300325.0,3115789.0,10034779.0,2014.0,78744.0
9500 S IH 35 SVRD SB,,,,,,,,,,,,,,,,,
Austin TX 78748,24.21,,,5.0,THEFT BY SHOPLIFTING,F,,,9500 S IH 35 SVRD SB,,Theft: Shoplifting,2014-08-31 00:00:00,20142430900.0,3099459.0,10032098.0,2014.0,78748.0
3600 S IH 35 SVRD SB,,,,,,,,,,,,,,,,,
Austin TX 78704,23.08,2014-05-20 00:00:00,Cleared by Arrest,3.0,THEFT BY SHOPLIFTING,D,,,3600 S IH 35 SVRD SB,,Theft: Shoplifting,2014-05-10 00:00:00,20141301105.0,3112780.0,10054090.0,2014.0,78704.0
8005 GEORGIAN DR Austin TX 78753,18.04,2015-02-09 00:00:00,Not cleared,4.0,THEFT OF LICENSE PLATE,E,,,8005 GEORGIAN DR,,Theft,2015-02-06 00:00:00,20155005286.0,3125952.0,10099214.0,2015.0,78753.0
8300 N IH 35 SVRD SB Austin TX 78753,18.059999999999999,2015-09-17 00:00:00,Cleared by Arrest,4.0,AGG ASLT ENHANC STRANGL/SUFFOC,E,,,8300 N IH 35 SVRD SB,,Agg Assault,2015-09-16 00:00:00,20152591339.0,3128202.0,10099439.0,2015.0,78753.0
3211 FEATHERGRASS CT,,,,,,,,,,,,,,,,,
Austin TX 78758,,,,,,,,,,,,,,,,,
(30.394899 -97.72685),18.489999999999998,2014-10-03 00:00:00,Not cleared,7.0,BURGLARY OF VEHICLE,A,30.394899,(30.394899-97.72685),3211 FEATHERGRASS CT,-97.72685,Theft: BOV,2014-10-01 00:00:00,20145043600.0,3118106.0,10116812.0,2014.0,78758.0
1003 N MEADOWS DR,,,,,,,,,,,,,,,,,
Austin TX 78758,,,,,,,,,,,,,,,,,
(30.376163 -97.694394),18.22,2014-09-30 00:00:00,Not cleared,4.0,THEFT OF METAL,E,30.376163,(30.376163-97.694394),1003 N MEADOWS DR,-97.694394,Theft: All Other Larceny,2014-09-26 00:00:00,20145042800.0,3128616.0,10110334.0,2014.0,78758.0
6555 BURNET RD Austin TX 78757,15.05,2015-07-16 00:00:00,Not cleared,7.0,BURGLARY NON RESIDENCE,I,,,6555 BURNET RD,,Burglary,2015-06-22 00:00:00,20151730297.0,3115140.0,10097464.0,2015.0,78757.0
11135 N IH 35 SVRD NB,,,,,,,,,,,,,,,,,
Austin TX 78753,18.329999999999998,2014-04-22 00:00:00,Not cleared,1.0,BURGLARY OF VEHICLE,E,,,11135 N IH 35 SVRD NB,,Theft: BOV,2014-04-19 00:00:00,20145017501.0,3134406.0,10110295.0,2014.0,78753.0
1000 E 41ST ST,,,,,,,,,,,,,,,,,
Austin TX 78751,,,,,,,,,,,,,,,,,
(30.298356 -97.719647),3.02,2014-08-26 00:00:00,Not cleared,9.0,THEFT,B,30.298356,(30.298356-97.719647),1000 E 41ST ST,-97.719647,Theft: All Other Larceny,2014-08-23 00:00:00,20142351285.0,3121345.0,10082705.0,2014.0,78751.0
8300 EMPRESS BLVD Austin TX 78745,17.28,2015-09-23 00:00:00,Not cleared,5.0,BURGLARY OF VEHICLE,F,,,8300 EMPRESS BLVD,,Theft,2015-09-21 00:00:00,20152640643.0,3091156.0,10042315.0,2015.0,78745.0
620 CONGRESS AVE Austin TX 78701,11,2015-11-27 00:00:00,Not cleared,9.0,THEFT,G,,,620 CONGRESS AVE,,Theft,2015-11-03 00:00:00,20155048526.0,3114312.0,10071063.0,2015.0,78701.0
6636 W WILLIAM CANNON DR Austin TX 78735,19.149999999999999,2015-07-15 00:00:00,Not cleared,8.0,BURGLARY NON RESIDENCE,D,,,6636 W WILLIAM CANNON DR,,Burglary,2015-06-14 00:00:00,20151650220.0,3076772.0,10061056.0,2015.0,78735.0
2410 LEON ST,,,,,,,,,,,,,,,,,
Austin TX 78705,,,,,,,,,,,,,,,,,
(30.289382 -97.74923),6.03,2014-09-18 00:00:00,Not cleared,9.0,BURGLARY OF VEHICLE,B,30.289382,(30.289382-97.74923),2410 LEON ST,-97.74923,Theft: BOV,2014-09-12 00:00:00,20145040637.0,3112051.0,10078459.0,2014.0,78705.0
1030 NORWOOD PARK BLVD Austin TX 78753,18.13,,,4.0,THEFT,I,,,1030 NORWOOD PARK BLVD,,Theft,2015-12-06 00:00:00,20153401045.0,3129997.0,10096983.0,2015.0,78753.0
N LAMAR BLVD SVRD SB / RESEARCH BLVD SVRD SB,,,,,,,,,,,,,,,,,
Austin TX 78757,18.18,2014-08-18 00:00:00,Not cleared,7.0,THEFT,I,,,N LAMAR BLVD SVRD SB / RESEARCH BLVD SVRD SB,,Theft: All Other Larceny,2014-08-15 00:00:00,20145036278.0,3123001.0,10099871.0,2014.0,78757.0
9806 NIGHTJAR DR Austin TX 78748,17.46,2015-07-02 00:00:00,Not cleared,5.0,BURGLARY OF RESIDENCE,F,,,9806 NIGHTJAR DR,,Burglary,2015-07-01 00:00:00,20151820003.0,3085398.0,10038094.0,2015.0,78748.0
3700 THOMPSON ST,,,,,,,,,,,,,,,,,
Austin TX 78702,,,,,,,,,,,,,,,,,
(30.265602 -97.696696),8.01,2014-12-15 00:00:00,Not cleared,3.0,THEFT,C,30.265602,(30.265602-97.696696),3700 THOMPSON ST,-97.696696,Theft: All Other Larceny,2014-11-06 00:00:00,20145049296.0,3128925.0,10070287.0,2014.0,78702.0
8615 DEVINE LN,,,,,,,,,,,,,,,,,
Austin TX 78748,,,,,,,,,,,,,,,,,
(30.183436 -97.811449),24.23,2014-12-16 00:00:00,Not cleared,5.0,THEFT,F,30.183436,(30.183436-97.811449),8615 DEVINE LN,-97.811449,Theft: All Other Larceny,2014-12-03 00:00:00,20145053277.0,3093412.0,10039479.0,2014.0,78748.0
4716 AVENUE G Austin TX 78751,3.05,2015-03-27 00:00:00,Not cleared,9.0,BURGLARY OF VEHICLE,B,,,4716 AVENUE G,,Theft,2015-03-14 00:00:00,20155010767.0,3119838.0,10086759.0,2015.0,78751.0
100 E 6TH ST Austin TX 78701,11,2015-02-22 00:00:00,Not cleared,9.0,AGG ROBBERY/DEADLY WEAPON,G,,,100 E 6TH ST,,Robbery,2015-01-20 00:00:00,2015200189.0,3114360.0,10070764.0,2015.0,78701.0
5700 CAMERON RD,,,,,,,,,,,,,,,,,
Austin TX 78723,,,,,,,,,,,,,,,,,
(30.315309 -97.70208),21.05,2014-06-17 00:00:00,Not cleared,4.0,BURGLARY OF VEHICLE,I,30.315309,(30.315309-97.70208),5700 CAMERON RD,-97.70208,Theft: BOV,2014-06-11 00:00:00,20141620613.0,3126690.0,10088315.0,2014.0,78723.0
1701 W BEN WHITE BLVD EB Austin TX 78745,20.02,2015-10-15 00:00:00,Not cleared,5.0,THEFT,D,,,1701 W BEN WHITE BLVD EB,,Theft,2015-10-12 00:00:00,20155045223.0,3101460.0,10055472.0,2015.0,78745.0
1711 ROMERIA DR,,,,,,,,,,,,,,,,,
Austin TX 78757,,,,,,,,,,,,,,,,,
(30.335052 -97.734533),15.05,2014-09-16 00:00:00,Cleared by Exception,7.0,BURGLARY OF RESIDENCE,I,30.335052,(30.335052-97.734533),1711 ROMERIA DR,-97.734533,Burglary / ,,,,,,
Breaking & Entering,2014-08-07 00:00:00,20142190660,3116321,10095109.0,2014,78757,,,,,,,,,,,
1607 CANTERBURY ST,,,,,,,,,,,,,,,,,
Austin TX 78702,,,,,,,,,,,,,,,,,
(30.256436 -97.728761),10,2014-07-20 00:00:00,Cleared by Arrest,3.0,AUTO THEFT,G,30.256436,(30.256436-97.728761),1607 CANTERBURY ST,-97.728761,Auto Theft,2014-07-18 00:00:00,20141990464.0,3118818.0,10066546.0,2014.0,78702.0
2408 W ANDERSON LN,,,,,,,,,,,,,,,,,
Austin TX 78757,,,,,,,,,,,,,,,,,
(30.356434 -97.731456),18.170000000000002,2014-11-12 00:00:00,Not cleared,7.0,THEFT,B,30.356434,(30.356434-97.731456),2408 W ANDERSON LN,-97.731456,Theft: All Other Larceny,2014-11-12 00:00:00,20145050128.0,3117212.0,10103080.0,2014.0,78757.0
9300 S IH 35 SVRD SB Austin TX 78748,24.21,2015-07-01 00:00:00,Cleared by Arrest,5.0,THEFT,F,,,9300 S IH 35 SVRD SB,,Theft,2015-06-30 00:00:00,20151801762.0,3100423.0,10033116.0,2015.0,78748.0
1000 NEAL ST Austin TX 78702,8.02,2015-07-22 00:00:00,Not cleared,1.0,AGG ASSAULT,C,,,1000 NEAL ST,,Agg Assault,2015-07-01 00:00:00,20151820494.0,3124364.0,10071444.0,2015.0,78702.0
2943 E 12TH ST,,,,,,,,,,,,,,,,,
Austin TX 78702,,,,,,,,,,,,,,,,,
(30.27626 -97.704233),8.02,2014-08-26 00:00:00,Not cleared,1.0,BURGLARY OF VEHICLE,C,30.27626,(30.27626-97.704233),2943 E 12TH ST,-97.704233,Theft: BOV,2014-08-20 00:00:00,20145037015.0,3126435.0,10073947.0,2014.0,78702.0
709 W GIBSON ST Austin TX 78704,13.05,2015-12-16 00:00:00,Not cleared,9.0,BURGLARY OF VEHICLE,D,,,709 W GIBSON ST,,Theft,2015-12-03 00:00:00,20155052801.0,3110316.0,10064852.0,2015.0,78704.0
2900 SUNRIDGE DR,,,,,,,,,,,,,,,,,
Austin TX 78741,,,,,,,,,,,,,,,,,
(30.220613 -97.726057),23.13,2014-11-07 00:00:00,Not cleared,3.0,BURGLARY OF RESIDENCE,H,30.220613,(30.220613-97.726057),2900 SUNRIDGE DR,-97.726057,Burglary / ,,,,,,
Breaking & Entering,2014-10-30 00:00:00,20143030655,3119729,10053927.0,2014,78741,,,,,,,,,,,
1137 GUNTER ST,,,,,,,,,,,,,,,,,
Austin TX 78721,,,,,,,,,,,,,,,,,
(30.270081 -97.696493),21.11,2014-08-19 00:00:00,Not cleared,1.0,THEFT,C,30.270081,(30.270081-97.696493),1137 GUNTER ST,-97.696493,Theft: All Other Larceny,2014-07-20 00:00:00,20145031895.0,3129348.0,10071528.0,2014.0,78721.0
2704 RIO GRANDE ST,,,,,,,,,,,,,,,,,
Austin TX 78705,,,,,,,,,,,,,,,,,
(30.292904 -97.744198),6.03,2014-09-24 00:00:00,Not cleared,9.0,THEFT,B,30.292904,(30.292904-97.744198),2704 RIO GRANDE ST,-97.744198,Theft: All Other Larceny,2014-09-14 00:00:00,20142571376.0,3113553.0,10079792.0,2014.0,78705.0
1071 CLAYTON LN Austin TX 78723,21.05,2015-07-20 00:00:00,Not cleared,4.0,THEFT FROM AUTO,I,,,1071 CLAYTON LN,,Theft,2015-07-19 00:00:00,20155031464.0,3126310.0,10089393.0,2015.0,78723.0
3600 S IH 35 SVRD SB,,,,,,,,,,,,,,,,,
Austin TX 78704,23.08,2014-10-15 00:00:00,Cleared by Arrest,3.0,THEFT BY SHOPLIFTING,D,,,3600 S IH 35 SVRD SB,,Theft: Shoplifting,2014-10-11 00:00:00,20142841032.0,3112780.0,10054090.0,2014.0,78704.0
9500 S IH 35 SVRD SB Austin TX 78748,24.21,2015-09-30 00:00:00,Cleared by Arrest,5.0,THEFT,F,,,9500 S IH 35 SVRD SB,,Theft,2015-09-23 00:00:00,20152661239.0,3099459.0,10032098.0,2015.0,78748.0
9600 N MOPAC EXPY SVRD SB Austin TX 78759,17.53,2016-01-11 00:00:00,Not cleared,7.0,BURGLARY OF VEHICLE,A,,,9600 N MOPAC EXPY SVRD SB,,Theft,2015-12-28 00:00:00,20153621343.0,3115468.0,10113691.0,2015.0,78759.0
10027 CHILDRESS DR,,,,,,,,,,,,,,,,,
Austin TX 78753,,,,,,,,,,,,,,,,,
(30.364282 -97.679851),18.329999999999998,2014-06-02 00:00:00,Cleared by Arrest,4.0,BURGLARY OF RESIDENCE,E,30.364282,(30.364282-97.679851),10027 CHILDRESS DR,-97.679851,Burglary / ,,,,,,
Breaking & Entering,2014-05-19 00:00:00,20141391379,3133373,10106257.0,2014,78753,,,,,,,,,,,
2425 CROMWELL CIR Austin TX 78741,23.14,,,3.0,THEFT,H,,,2425 CROMWELL CIR,,Theft,2015-12-30 00:00:00,20155056880.0,3121692.0,10055203.0,2015.0,78741.0
610 EMERALD WOOD DR Austin TX 78745,20.03,2015-10-21 00:00:00,Not cleared,3.0,BURGLARY OF VEHICLE,D,,,610 EMERALD WOOD DR,,Theft,2015-10-19 00:00:00,20152921235.0,3103424.0,10050539.0,2015.0,78745.0
440 E ST ELMO RD Austin TX 78745,24.03,2015-08-25 00:00:00,Not cleared,3.0,THEFT OF METAL,D,,,440 E ST ELMO RD,,Theft,2015-08-20 00:00:00,20152320646.0,3108745.0,10051684.0,2015.0,78745.0
5350 BURNET RD Austin TX 78756,2.06,2015-12-15 00:00:00,Not cleared,7.0,THEFT OF BICYCLE,B,,,5350 BURNET RD,,Theft,2015-12-10 00:00:00,20158004427.0,3114551.0,10092410.0,2015.0,78756.0
4708 AVENUE H,,,,,,,,,,,,,,,,,
Austin TX 78751,,,,,,,,,,,,,,,,,
(30.310773 -97.723353),3.05,2014-11-05 00:00:00,Not cleared,9.0,BURGLARY OF VEHICLE,B,30.310773,(30.310773-97.723353),4708 AVENUE H,-97.723353,Theft: BOV,2014-10-17 00:00:00,20145046127.0,3120036.0,10086475.0,2014.0,78751.0
2300 W BEN WHITE BLVD WB Austin TX 78704,20.04,2015-07-22 00:00:00,Not cleared,5.0,THEFT BY SHOPLIFTING,D,,,2300 W BEN WHITE BLVD WB,,Theft,2015-07-22 00:00:00,20155031986.0,3098946.0,10057577.0,2015.0,78704.0
11617 RESEARCH BLVD SVRD NB Austin TX 78759,17.54,2015-11-02 00:00:00,Not cleared,6.0,BURGLARY OF VEHICLE,A,,,11617 RESEARCH BLVD SVRD NB,,Theft,2015-10-30 00:00:00,20153031481.0,3112145.0,10124381.0,2015.0,78759.0
2900 E CESAR CHAVEZ ST Austin TX 78702,9.02,2016-02-02 00:00:00,Cleared by Exception,3.0,AUTO THEFT,C,,,2900 E CESAR CHAVEZ ST,,Auto Theft,2015-10-02 00:00:00,20152751352.0,3124303.0,10065441.0,2015.0,78702.0
 Austin TX 78741,23.14,2015-06-18 00:00:00,Not cleared,3.0,RAPE,H,,,,,Rape,2015-04-03 00:00:00,2015930595.0,,,2015.0,78741.0
1014 N MEADOWS DR,,,,,,,,,,,,,,,,,
Austin TX 78758,,,,,,,,,,,,,,,,,
(30.376701 -97.695528),18.22,2014-07-31 00:00:00,Cleared by Arrest,4.0,AGG ROBBERY/DEADLY WEAPON,E,30.376701,(30.376701-97.695528),1014 N MEADOWS DR,-97.695528,Robbery,2014-06-14 00:00:00,20141650384.0,3128346.0,10110697.0,2014.0,78758.0
1503 E 3RD ST,,,,,,,,,,,,,,,,,
Austin TX 78702,,,,,,,,,,,,,,,,,
(30.260578 -97.728508),9.02,2015-01-28 00:00:00,Not cleared,3.0,AGG ROBBERY/DEADLY WEAPON,G,30.260578,(30.260578-97.728508),1503 E 3RD ST,-97.728508,Robbery,2014-11-14 00:00:00,20143181600.0,3118835.0,10068076.0,2014.0,78702.0
301 E 5TH ST Austin TX 78701,11,2015-02-16 00:00:00,Not cleared,9.0,THEFT,G,,,301 E 5TH ST,,Theft,2015-02-15 00:00:00,20155006585.0,3115029.0,10070068.0,2015.0,78701.0
2109 RIO GRANDE ST,,,,,,,,,,,,,,,,,
Austin TX 78705,,,,,,,,,,,,,,,,,
(30.284773 -97.744984),6.04,2014-12-16 00:00:00,Not cleared,9.0,BURGLARY OF VEHICLE,B,30.284773,(30.284773-97.744984),2109 RIO GRANDE ST,-97.744984,Theft: BOV,2014-10-29 00:00:00,20145047938.0,3113576.0,10076816.0,2014.0,78705.0
7610 CAMERON RD,,,,,,,,,,,,,,,,,
Austin TX 78752,,,,,,,,,,,,,,,,,
(30.331292 -97.687425),18.12,2014-09-19 00:00:00,Cleared by Exception,4.0,BURGLARY OF RESIDENCE,I,30.331292,(30.331292-97.687425),7610 CAMERON RD,-97.687425,Burglary / ,,,,,,
Breaking & Entering,2014-09-04 00:00:00,20142471172,3130949,10094310.0,2014,78752,,,,,,,,,,,
3622 MANCHACA RD,,,,,,,,,,,,,,,,,
Austin TX 78704,,,,,,,,,,,,,,,,,
(30.237651 -97.783362),20.04,2014-09-10 00:00:00,Not cleared,5.0,THEFT FROM AUTO,D,30.237651,(30.237651-97.783362),3622 MANCHACA RD,-97.783362,Theft: BOV,2014-09-06 00:00:00,20142491346.0,3101540.0,10059488.0,2014.0,78704.0
1100 BAYLOR ST,,,,,,,,,,,,,,,,,
Austin TX 78703,,,,,,,,,,,,,,,,,
(30.276388 -97.752717),12,2014-11-11 00:00:00,Not cleared,9.0,AUTO THEFT,B,30.276388,(30.276388-97.752717),1100 BAYLOR ST,-97.752717,Auto Theft,2014-11-08 00:00:00,20143112265.0,3111012.0,10073753.0,2014.0,78703.0
2602 PENNY LN Austin TX 78757,18.170000000000002,2015-10-29 00:00:00,Not cleared,7.0,THEFT OF BICYCLE,B,,,2602 PENNY LN,,Theft,2015-10-27 00:00:00,20155047506.0,3117294.0,10106419.0,2015.0,78757.0
8700 STILLWOOD LN,,,,,,,,,,,,,,,,,
Austin TX 78757,,,,,,,,,,,,,,,,,
(30.370777 -97.730192),18.170000000000002,2014-03-06 00:00:00,Cleared by Arrest,7.0,BURGLARY OF RESIDENCE,B,30.370777,(30.370777-97.730192),8700 STILLWOOD LN,-97.730192,Burglary / ,,,,,,
Breaking & Entering,2014-02-27 00:00:00,2014581417,3117372,10108216.0,2014,78757,,,,,,,,,,,
301 PECAN DR Austin TX 78753,18.059999999999999,2015-05-05 00:00:00,Not cleared,4.0,BURGLARY OF RESIDENCE,E,,,301 PECAN DR,,Burglary,2015-05-01 00:00:00,20151210612.0,3127644.0,10101512.0,2015.0,78753.0
2408 MANOR RD Austin TX 78722,4.02,2015-04-13 00:00:00,Not cleared,9.0,THEFT BY SHOPLIFTING,C,,,2408 MANOR RD,,Theft,2015-04-01 00:00:00,20155013566.0,3122426.0,10077157.0,2015.0,78722.0
9209 N LAMAR BLVD Austin TX 78753,18.059999999999999,2015-07-23 00:00:00,Not cleared,4.0,BURGLARY OF VEHICLE,E,,,9209 N LAMAR BLVD,,Theft,2015-07-22 00:00:00,20155032068.0,3127840.0,10105069.0,2015.0,78753.0
4320 S IH 35 SVRD SB Austin TX 78745,24.03,2016-01-12 00:00:00,Not cleared,3.0,THEFT,D,,,4320 S IH 35 SVRD SB,,Theft,2015-11-24 00:00:00,20155051828.0,3110969.0,10050594.0,2015.0,78745.0
306 W 38TH ST Austin TX 78751,3.02,2015-02-17 00:00:00,Not cleared,9.0,THEFT OF BICYCLE,B,,,306 W 38TH ST,,Theft,2015-02-12 00:00:00,20155006189.0,3116300.0,10083138.0,2015.0,78751.0
12439 METRIC BLVD,,,,,,,,,,,,,,,,,
Austin TX 78758,,,,,,,,,,,,,,,,,
(30.412375 -97.691072),18.260000000000002,2014-10-14 00:00:00,Not cleared,7.0,BURGLARY NON RESIDENCE,E,30.412375,(30.412375-97.691072),12439 METRIC BLVD,-97.691072,Burglary / ,,,,,,
Breaking & Entering,2014-10-11 00:00:00,20142841565,3129494,10123551.0,2014,78758,,,,,,,,,,,
1201 GROVE BLVD,,,,,,,,,,,,,,,,,
Austin TX 78741,,,,,,,,,,,,,,,,,
(30.234453 -97.704617),23.18,2014-05-16 00:00:00,Not cleared,3.0,BURGLARY OF VEHICLE,H,30.234453,(30.234453-97.704617),1201 GROVE BLVD,-97.704617,Theft: BOV,2014-05-16 00:00:00,20145021859.0,3126843.0,10058724.0,2014.0,78741.0
4700 N CAPITAL OF TEXAS HWY SB,,,,,,,,,,,,,,,,,
Austin TX 78746,,,,,,,,,,,,,,,,,
(30.345122 -97.800117),19.12,2014-01-16 00:00:00,Not cleared,10.0,BURGLARY OF VEHICLE,B,30.345122,(30.345122-97.800117),4700 N CAPITAL OF TEXAS HWY SB,-97.800117,Theft: BOV,2014-01-11 00:00:00,20145001610.0,3095334.0,10098386.0,2014.0,78746.0
2326 WILSON ST,,,,,,,,,,,,,,,,,
Austin TX 78704,,,,,,,,,,,,,,,,,
(30.24231 -97.756047),13.05,2014-09-24 00:00:00,Not cleared,9.0,THEFT,D,30.24231,(30.24231-97.756047),2326 WILSON ST,-97.756047,Theft: All Other Larceny,2014-09-22 00:00:00,20145042041.0,3110196.0,10061030.0,2014.0,78704.0
719 COLORADO ST,,,,,,,,,,,,,,,,,
Austin TX 78701,,,,,,,,,,,,,,,,,
(30.270101 -97.743511),11,2014-08-06 00:00:00,Not cleared,9.0,BURGLARY OF VEHICLE,G,30.270101,(30.270101-97.743511),719 COLORADO ST,-97.743511,Theft: BOV,2014-08-04 00:00:00,20148002089.0,3114127.0,10071471.0,2014.0,78701.0
3907 VALLEY VIEW RD Austin TX 78704,20.05,2015-07-03 00:00:00,Not cleared,5.0,THEFT,D,,,3907 VALLEY VIEW RD,,Theft,2015-05-31 00:00:00,20151511428.0,3101796.0,10057679.0,2015.0,78704.0
706 W MARTIN LUTHER KING JR BLVD Austin TX 78705,6.04,2015-02-12 00:00:00,Not cleared,9.0,THEFT OF BICYCLE,B,,,706 W MARTIN LUTHER KING JR BLVD,,Theft,2015-02-10 00:00:00,20155005867.0,3113117.0,10076266.0,2015.0,78705.0
CONGRESS AVE / W CESAR CHAVEZ ST,,,,,,,,,,,,,,,,,
Austin TX 78701,11,2014-10-27 00:00:00,Not cleared,9.0,THEFT,G,,,CONGRESS AVE / W CESAR CHAVEZ ST,,Theft: All Other Larceny,2014-10-26 00:00:00,20145047468.0,3113796.0,10069037.0,2014.0,78701.0
12625 N IH 35 SVRD NB Austin TX 78753,18.39,2015-11-18 00:00:00,Not cleared,7.0,THEFT BY SHOPLIFTING,E,,,12625 N IH 35 SVRD NB,,Theft,2015-11-15 00:00:00,20153190948.0,3135189.0,10122699.0,2015.0,78753.0
5429 N IH 35 SVRD NB,,,,,,,,,,,,,,,,,
Austin TX 78723,21.05,2014-09-23 00:00:00,Not cleared,4.0,THEFT BY SHOPLIFTING,I,,,5429 N IH 35 SVRD NB,,Theft: Shoplifting,2014-09-15 00:00:00,20145040977.0,3125682.0,10087604.0,2014.0,78723.0
5910 HOGAN AVE,,,,,,,,,,,,,,,,,
Austin TX 78741,,,,,,,,,,,,,,,,,
(30.23684 -97.701857),23.17,2014-11-21 00:00:00,Not cleared,3.0,THEFT OF METAL,H,30.23684,(30.23684-97.701857),5910 HOGAN AVE,-97.701857,Theft: All Other Larceny,2014-11-05 00:00:00,20145049120.0,3127635.0,10059796.0,2014.0,78741.0
10107 RESEARCH BLVD NB,,,,,,,,,,,,,,,,,
Austin TX 78759,,,,,,,,,,,,,,,,,
(30.392622 -97.745915),17.53,2014-04-07 00:00:00,Not cleared,7.0,THEFT,A,30.392622,(30.392622-97.745915),10107 RESEARCH BLVD NB,-97.745915,Theft: All Other Larceny,2014-04-06 00:00:00,20145015230.0,3112275.0,10116346.0,2014.0,78759.0
11028 JOLLYVILLE RD Austin TX 78759,17.22,2015-12-04 00:00:00,Not cleared,10.0,THEFT,A,,,11028 JOLLYVILLE RD,,Theft,2015-12-03 00:00:00,20155052946.0,3111523.0,10120657.0,2015.0,78759.0
3012 LYNNBROOK DR Austin TX 78748,17.48,2015-10-07 00:00:00,Not cleared,5.0,THEFT OF AUTO PARTS,F,,,3012 LYNNBROOK DR,,Theft,2015-08-28 00:00:00,20155037955.0,3083587.0,10033448.0,2015.0,78748.0
3818 SPICEWOOD SPRINGS RD WB,,,,,,,,,,,,,,,,,
Austin TX 78759,,,,,,,,,,,,,,,,,
(30.365299 -97.749716),17.07,2014-05-14 00:00:00,Not cleared,10.0,THEFT,B,30.365299,(30.365299-97.749716),3818 SPICEWOOD SPRINGS RD WB,-97.749716,Theft: All Other Larceny,2014-05-14 00:00:00,20145021511.0,3111458.0,10106131.0,2014.0,78759.0
12900 N IH 35 SVRD SB,,,,,,,,,,,,,,,,,
Austin TX 78753,18.48,2014-12-11 00:00:00,Not cleared,7.0,THEFT BY SHOPLIFTING,E,,,12900 N IH 35 SVRD SB,,Theft: Shoplifting,2014-04-13 00:00:00,20141031210.0,3134231.0,10124161.0,2014.0,78753.0
211 E 3RD ST Austin TX 78701,11,2015-09-17 00:00:00,Not cleared,9.0,THEFT,G,,,211 E 3RD ST,,Theft,2015-09-08 00:00:00,20155039711.0,3114652.0,10069460.0,2015.0,78701.0
9808 ROXANNA DR,,,,,,,,,,,,,,,,,
Austin TX 78748,,,,,,,,,,,,,,,,,
(30.175709 -97.827566),17.47,2014-03-03 00:00:00,Not cleared,5.0,THEFT,F,30.175709,(30.175709-97.827566),9808 ROXANNA DR,-97.827566,Theft: All Other Larceny,2014-01-20 00:00:00,20148000157.0,3088216.0,10036571.0,2014.0,78748.0
6607 S IH 35 SVRD NB Austin TX 78744,24.27,2015-08-04 00:00:00,Not cleared,2.0,BURGLARY OF VEHICLE,F,,,6607 S IH 35 SVRD NB,,Theft,2015-07-31 00:00:00,20155033610.0,3106737.0,10041724.0,2015.0,78744.0
2300 NUECES ST,,,,,,,,,,,,,,,,,
Austin TX 78705,,,,,,,,,,,,,,,,,
(30.286678 -97.74376),6.04,2014-10-07 00:00:00,Not cleared,9.0,THEFT OF BICYCLE,B,30.286678,(30.286678-97.74376),2300 NUECES ST,-97.74376,Theft: All Other Larceny,2014-10-02 00:00:00,20148002831.0,3113806.0,10077554.0,2014.0,78705.0
400 BLOCK W ELIZABETH ST,,,,,,,,,,,,,,,,,
Austin TX 78704,13.05,2014-07-01 00:00:00,Not cleared,9.0,AGG ROBBERY/DEADLY WEAPON,D,,,400 BLOCK W ELIZABETH ST,,Robbery,2014-05-20 00:00:00,20141392099.0,3111090.0,10064091.0,2014.0,78704.0
1204 AUSTIN HIGHLANDS BLVD,,,,,,,,,,,,,,,,,
Austin TX 78745,,,,,,,,,,,,,,,,,
(30.20276 -97.794645),24.09,2015-01-20 00:00:00,Not cleared,2.0,AUTO THEFT,F,30.20276,(30.20276-97.794645),1204 AUSTIN HIGHLANDS BLVD,-97.794645,Auto Theft,2014-12-27 00:00:00,20143610249.0,3098522.0,10046683.0,2014.0,78745.0
3311 ESPERANZA XING,,,,,,,,,,,,,,,,,
Austin TX 78758,,,,,,,,,,,,,,,,,
(30.400361 -97.725795),18.489999999999998,2014-12-29 00:00:00,Cleared by Arrest,7.0,THEFT,A,30.400361,(30.400361-97.725795),3311 ESPERANZA XING,-97.725795,Theft: All Other Larceny,2014-12-26 00:00:00,20143600832.0,3118197.0,10118869.0,2014.0,78758.0
2721 S CONGRESS AVE,,,,,,,,,,,,,,,,,
Austin TX 78704,,,,,,,,,,,,,,,,,
(30.23553 -97.756361),23.08,2014-11-11 00:00:00,Not cleared,3.0,AGG ASLT STRANGLE/SUFFOCATE,D,30.23553,(30.23553-97.756361),2721 S CONGRESS AVE,-97.756361,Aggravated Assault,2014-11-09 00:00:00,20143130085.0,3110523.0,10058463.0,2014.0,78704.0
