address,census_tract,clearance_date,clearance_status,council_district_code,description,district,latitude,location,location_description,longitude,primary_type,timestamp,unique_key,x_coordinate,y_coordinate,year,zipcode
8401 MILLWAY DR Austin TX 78757,18.170000000000002,2015-06-16 00:00:00,Not cleared,7.0,AUTO THEFT,B,,,8401 MILLWAY DR,,Auto Theft,2015-06-14 00:00:00,20151651167.0,3115448.0,10107336.0,2015.0,78757.0
1200 MEARNS MEADOW BLVD Austin TX 78758,18.22,2015-12-06 00:00:00,Not cleared,4.0,AUTO THEFT,E,,,1200 MEARNS MEADOW BLVD,,Auto Theft,2015-12-06 00:00:00,20153400511.0,3126337.0,10108492.0,2015.0,78758.0
12900 N IH 35 SB,,,,,,,,,,,,,,,,,
Austin TX 78753,18.260000000000002,2014-09-17 00:00:00,Cleared by Arrest,7.0,THEFT BY SHOPLIFTING,E,,,12900 N IH 35 SB,,Theft: Shoplifting,2014-09-15 00:00:00,20142580650.0,3134750.0,10123486.0,2014.0,78753.0
3302 MC ELROY DR,,,,,,,,,,,,,,,,,
Austin TX 78757,,,,,,,,,,,,,,,,,
(30.357971 -97.743928),15.01,2014-04-11 00:00:00,Not cleared,7.0,BURGLARY NON RESIDENCE,B,30.357971,(30.357971-97.743928),3302 MC ELROY DR,-97.743928,Burglary / ,,,,,,
Breaking & Entering,2014-04-06 00:00:00,2014960609,3113231,10103520.0,2014,78757,,,,,,,,,,,
1003 JUSTIN LN,,,,,,,,,,,,,,,,,
Austin TX 78757,,,,,,,,,,,,,,,,,
(30.337754 -97.721719),15.05,2014-11-04 00:00:00,Not cleared,7.0,THEFT OF LICENSE PLATE,I,30.337754,(30.337754-97.721719),1003 JUSTIN LN,-97.721719,Theft: All Other Larceny,2014-11-03 00:00:00,20145048771.0,3120345.0,10096167.0,2014.0,78757.0
5307 INDIO DR Austin TX 78745,17.12,2015-01-29 00:00:00,Not cleared,5.0,AUTO THEFT,D,,,5307 INDIO DR,,Auto Theft,2015-01-27 00:00:00,2015270911.0,3095555.0,10053663.0,2015.0,78745.0
8530 S CONGRESS AVE Austin TX 78748,24.21,2015-11-23 00:00:00,Not cleared,2.0,BURGLARY NON RESIDENCE,F,,,8530 S CONGRESS AVE,,Burglary,2015-06-08 00:00:00,20151590433.0,3101461.0,10035582.0,2015.0,78748.0
8 EAST AVE Austin TX 78701,11,2015-07-09 00:00:00,Not cleared,9.0,AGG ROBBERY/DEADLY WEAPON,G,,,8 EAST AVE,,Robbery,2015-06-27 00:00:00,20151780041.0,3116160.0,10065203.0,2015.0,78701.0
1816 E 6TH ST Austin TX 78702,9.02,,,3.0,BURGLARY OF COIN-OP MACHINE,G,,,1816 E 6TH ST,,Theft,2015-08-21 00:00:00,20152330651.0,3120746.0,10068708.0,2015.0,78702.0
9500 S IH 35 SVRD SB,,,,,,,,,,,,,,,,,
Austin TX 78748,24.21,2014-07-02 00:00:00,Not cleared,5.0,THEFT,F,,,9500 S IH 35 SVRD SB,,Theft: All Other Larceny,2014-06-11 00:00:00,20145026037.0,3099459.0,10032098.0,2014.0,78748.0
2302 E WILLIAM CANNON DR Austin TX 78744,24.19,2015-10-21 00:00:00,Not cleared,2.0,THEFT,F,,,2302 E WILLIAM CANNON DR,,Theft,2015-10-17 00:00:00,20152901147.0,3110157.0,10041054.0,2015.0,78744.0
8530 S CONGRESS AVE,,,,,,,,,,,,,,,,,
Austin TX 78748,,,,,,,,,,,,,,,,,
(30.172907 -97.785288),24.21,2014-11-14 00:00:00,Not cleared,2.0,BURGLARY OF VEHICLE,F,30.172907,(30.172907-97.785288),8530 S CONGRESS AVE,-97.785288,Theft: BOV,2014-11-13 00:00:00,20145050245.0,3101461.0,10035582.0,2014.0,78748.0
1135 AIRPORT BLVD Austin TX 78721,21.11,2015-07-22 00:00:00,Not cleared,1.0,THEFT BY SHOPLIFTING,C,,,1135 AIRPORT BLVD,,Theft,2015-02-16 00:00:00,2015471180.0,3128959.0,10071635.0,2015.0,78721.0
2508 E RIVERSIDE DR Austin TX 78741,23.04,2015-05-19 00:00:00,Cleared by Arrest,3.0,THEFT BY SHOPLIFTING,H,,,2508 E RIVERSIDE DR,,Theft,2015-05-17 00:00:00,20151370937.0,3120959.0,10059177.0,2015.0,78741.0
1000 E 5TH ST Austin TX 78702,9.02,2015-11-03 00:00:00,Not cleared,3.0,BURGLARY OF VEHICLE,G,,,1000 E 5TH ST,,Theft,2015-11-02 00:00:00,20158003896.0,3117671.0,10069478.0,2015.0,78702.0
4700 E RIVERSIDE DR Austin TX 78741,23.18,2015-05-14 00:00:00,Not cleared,3.0,BURGLARY OF VEHICLE,H,,,4700 E RIVERSIDE DR,,Theft,2015-05-09 00:00:00,20155019902.0,3122189.0,10058144.0,2015.0,78741.0
10100 N IH 35 SVRD SB Austin TX 78753,18.23,2015-04-17 00:00:00,Not cleared,4.0,BURGLARY NON RESIDENCE,E,,,10100 N IH 35 SVRD SB,,Burglary,2015-04-04 00:00:00,2015940858.0,3131877.0,10106582.0,2015.0,78753.0
2901 S CAPITAL OF TEXAS HWY NB Austin TX 78746,19.100000000000001,2015-11-19 00:00:00,Not cleared,8.0,THEFT BY SHOPLIFTING,D,,,2901 S CAPITAL OF TEXAS HWY NB,,Theft,2015-08-22 00:00:00,20158002885.0,3094135.0,10066586.0,2015.0,78746.0
4646 MUELLER BLVD Austin TX 78723,3.06,2015-07-14 00:00:00,Not cleared,9.0,BURGLARY OF VEHICLE,B,,,4646 MUELLER BLVD,,Theft,2015-07-12 00:00:00,20155030263.0,3125315.0,10082581.0,2015.0,78723.0
12001 DESSAU RD,,,,,,,,,,,,,,,,,
Austin TX 78754,,,,,,,,,,,,,,,,,
(30.379569 -97.653791),18.34,2014-07-31 00:00:00,Not cleared,1.0,BURGLARY OF VEHICLE,E,30.379569,(30.379569-97.653791),12001 DESSAU RD,-97.653791,Theft: BOV,2014-07-31 00:00:00,20145033588.0,3141599.0,10111857.0,2014.0,78754.0
9725 NORTH LAKE CREEK PKWY Austin TX 78717,203.11,2015-02-06 00:00:00,Not cleared,6.0,BURGLARY OF VEHICLE,A,,,9725 NORTH LAKE CREEK PKWY,,Theft,2015-02-03 00:00:00,20155004623.0,3096524.0,10146505.0,2015.0,78717.0
12410 N LAMAR BLVD Austin TX 78758,18.260000000000002,2016-02-03 00:00:00,Not cleared,7.0,THEFT OF METAL,E,,,12410 N LAMAR BLVD,,Theft,2015-12-17 00:00:00,20155055064.0,3133290.0,10121629.0,2015.0,78758.0
8028 GESSNER DR,,,,,,,,,,,,,,,,,
Austin TX 78753,,,,,,,,,,,,,,,,,
(30.344109 -97.702124),18.04,2014-10-29 00:00:00,Not cleared,4.0,AGG ASLT ENHANC STRANGL/SUFFOC,E,30.344109,(30.344109-97.702124),8028 GESSNER DR,-97.702124,Aggravated Assault,2014-10-18 00:00:00,20142911721.0,3126402.0,10098769.0,2014.0,78753.0
1071 SPRINGDALE RD,,,,,,,,,,,,,,,,,
Austin TX 78721,,,,,,,,,,,,,,,,,
(30.272211 -97.691272),21.1,2014-05-25 00:00:00,Cleared by Arrest,3.0,ROBBERY BY ASSAULT,C,30.272211,(30.272211-97.691272),1071 SPRINGDALE RD,-97.691272,Robbery,2014-05-24 00:00:00,20141441764.0,3130664.0,10072597.0,2014.0,78721.0
7337 MANCHACA RD Austin TX 78745,17.28,2015-03-11 00:00:00,Not cleared,5.0,BURGLARY OF VEHICLE,F,,,7337 MANCHACA RD,,Theft,2015-03-02 00:00:00,20155008699.0,3094145.0,10044537.0,2015.0,78745.0
2110 W SLAUGHTER LN,,,,,,,,,,,,,,,,,
Austin TX 78748,,,,,,,,,,,,,,,,,
(30.173751 -97.825478),17.47,2014-05-02 00:00:00,Not cleared,5.0,BURGLARY OF VEHICLE,F,30.173751,(30.173751-97.825478),2110 W SLAUGHTER LN,-97.825478,Theft: BOV,2014-04-30 00:00:00,20145019259.0,3088927.0,10036470.0,2014.0,78748.0
WEST AVE / W 12TH ST Austin TX 78701,7,2015-04-13 00:00:00,Not cleared,9.0,BURGLARY OF VEHICLE,B,,,WEST AVE / W 12TH ST,,Theft,2015-03-12 00:00:00,20155010408.0,3112469.0,10073618.0,2015.0,78701.0
15424 FM 1825 RD,,,,,,,,,,,,,,,,,
Austin TX 78660,18.57,2014-09-30 00:00:00,Not cleared,7.0,BURGLARY OF VEHICLE,E,,,15424 FM 1825 RD,,Theft: BOV,2014-09-25 00:00:00,20142680956.0,3137673.0,10137161.0,2014.0,78660.0
5810 SWEENEY CIR,,,,,,,,,,,,,,,,,
Austin TX 78723,,,,,,,,,,,,,,,,,
(30.305688 -97.679239),21.07,2014-07-22 00:00:00,Not cleared,1.0,AUTO THEFT,I,30.305688,(30.305688-97.679239),5810 SWEENEY CIR,-97.679239,Auto Theft,2014-07-20 00:00:00,20142010712.0,3133963.0,10084945.0,2014.0,78723.0
710 E BEN WHITE BLVD SVRD WB,,,,,,,,,,,,,,,,,
Austin TX 78704,,,,,,,,,,,,,,,,,
(30.218782 -97.755123),23.08,2015-02-05 00:00:00,Not cleared,3.0,THEFT,D,30.218782,(30.218782-97.755123),710 E BEN WHITE BLVD SVRD WB,-97.755123,Theft: All Other Larceny,2014-05-19 00:00:00,20141391462.0,3110719.0,10052849.0,2014.0,78704.0
1601 RUTHERFORD LN,,,,,,,,,,,,,,,,,
Austin TX 78754,,,,,,,,,,,,,,,,,
(30.336176 -97.681252),18.34,2014-04-15 00:00:00,Not cleared,1.0,THEFT,I,30.336176,(30.336176-97.681252),1601 RUTHERFORD LN,-97.681252,Theft: All Other Larceny,2014-02-26 00:00:00,20145008848.0,3133067.0,10095901.0,2014.0,78754.0
10800 LAKELINE BLVD,,,,,,,,,,,,,,,,,
Austin TX 78717,,,,,,,,,,,,,,,,,
(30.487512 -97.772873),203.11,2014-08-08 00:00:00,Cleared by Exception,6.0,BURGLARY OF RESIDENCE,A,30.487512,(30.487512-97.772873),10800 LAKELINE BLVD,-97.772873,Burglary / ,,,,,,
Breaking & Entering,2014-02-10 00:00:00,2014411116,3096821,10148027.0,2014,78717,,,,,,,,,,,
6607 S IH 35 SVRD NB Austin TX 78744,24.27,2015-02-10 00:00:00,Not cleared,2.0,AGG ASLT STRANGLE/SUFFOCATE,F,,,6607 S IH 35 SVRD NB,,Agg Assault,2015-01-11 00:00:00,2015110010.0,3106737.0,10041724.0,2015.0,78744.0
1003 VALDEZ ST Austin TX 78741,23.12,2015-04-14 00:00:00,Not cleared,3.0,BURGLARY OF RESIDENCE,H,,,1003 VALDEZ ST,,Burglary,2015-04-05 00:00:00,2015951236.0,3130088.0,10057996.0,2015.0,78741.0
714 CONGRESS AVE Austin TX 78701,11,2015-01-13 00:00:00,Not cleared,9.0,THEFT OF BICYCLE,G,,,714 CONGRESS AVE,,Theft,2015-01-10 00:00:00,20155001331.0,3114353.0,10071329.0,2015.0,78701.0
9500 S IH 35 SVRD SB Austin TX 78748,24.21,2015-03-26 00:00:00,Not cleared,5.0,THEFT BY SHOPLIFTING,F,,,9500 S IH 35 SVRD SB,,Theft,2015-02-17 00:00:00,20155006863.0,3099459.0,10032098.0,2015.0,78748.0
2901 S CAPITAL OF TEXAS HWY SVRD NB,,,,,,,,,,,,,,,,,
Austin TX,,,,,,,,,,,,,,,,,
(30.255443 -97.810066),,,,,THEFT BY SHOPLIFTING,UK,30.255443,(30.255443-97.810066),2901 S CAPITAL OF TEXAS HWY SVRD NB,-97.810066,Theft: Shoplifting,2014-09-01 00:00:00,20142440954.0,,,2014.0,
13175 N US 183 HWY NB,,,,,,,,,,,,,,,,,
Austin TX 78729,204.06,2014-06-25 00:00:00,Not cleared,6.0,THEFT,A,,,13175 N US 183 HWY NB,,Theft: All Other Larceny,2014-04-27 00:00:00,20141171520.0,3100696.0,10133588.0,2014.0,78729.0
E 5TH ST / ONION ST Austin TX 78702,9.02,2015-01-08 00:00:00,Not cleared,3.0,BURGLARY OF VEHICLE,G,,,E 5TH ST / ONION ST,,Theft,2015-01-03 00:00:00,201531297.0,3119041.0,10068828.0,2015.0,78702.0
200 LAVACA ST,,,,,,,,,,,,,,,,,
Austin TX 78701,,,,,,,,,,,,,,,,,
(30.265668 -97.746347),11,2014-04-02 00:00:00,Not cleared,9.0,THEFT FROM BUILDING,G,30.265668,(30.265668-97.746347),200 LAVACA ST,-97.746347,Theft: from Building,2014-03-13 00:00:00,20148000634.0,3113126.0,10069732.0,2014.0,78701.0
1700 NORTHWOOD RD Austin TX 78703,16.03,2015-09-15 00:00:00,Not cleared,10.0,BURG NON RESIDENCE SHEDS,B,,,1700 NORTHWOOD RD,,Burglary,2015-07-24 00:00:00,20155032394.0,3109799.0,10082421.0,2015.0,78703.0
6200 LANGHAM ST Austin TX 78741,23.18,2015-10-27 00:00:00,Cleared by Arrest,3.0,AGG ASSAULT FAM/DATE VIOLENCE,H,,,6200 LANGHAM ST,,Agg Assault,2015-10-01 00:00:00,20152740096.0,3127019.0,10056162.0,2015.0,78741.0
8010 N IH 35 SVRD SB Austin TX 78753,18.04,2015-12-11 00:00:00,Cleared by Arrest,4.0,AGG ASLT STRANGLE/SUFFOCATE,E,,,8010 N IH 35 SVRD SB,,Agg Assault,2015-11-29 00:00:00,20153330320.0,3127447.0,10098323.0,2015.0,78753.0
2235 E 6TH ST Austin TX 78702,9.02,2015-05-01 00:00:00,Not cleared,3.0,BURGLARY OF VEHICLE,C,,,2235 E 6TH ST,,Theft,2015-04-19 00:00:00,20155016452.0,3122330.0,10067864.0,2015.0,78702.0
710 E BEN WHITE BLVD EB,,,,,,,,,,,,,,,,,
Austin TX 78745,,,,,,,,,,,,,,,,,
(30.218782 -97.755123),24.03,2014-05-10 00:00:00,Cleared by Arrest,3.0,THEFT BY SHOPLIFTING,D,30.218782,(30.218782-97.755123),710 E BEN WHITE BLVD EB,-97.755123,Theft: Shoplifting,2014-05-08 00:00:00,20141261373.0,3110518.0,10052730.0,2014.0,78745.0
9500 MC NEIL DR Austin TX 78750,17.16,2015-09-11 00:00:00,Not cleared,10.0,THEFT FROM AUTO,A,,,9500 MC NEIL DR,,Theft,2015-09-08 00:00:00,20155039584.0,3086813.0,10116900.0,2015.0,78750.0
6001 W PARMER LN,,,,,,,,,,,,,,,,,
Austin TX 78727,,,,,,,,,,,,,,,,,
(30.441904 -97.741455),17.850000000000001,2014-10-13 00:00:00,Cleared by Arrest,6.0,THEFT BY SHOPLIFTING,A,30.441904,(30.441904-97.741455),6001 W PARMER LN,-97.741455,Theft: Shoplifting,2014-09-21 00:00:00,20142641294.0,3112929.0,10133797.0,2014.0,78727.0
1904 ST ALBANS BLVD,,,,,,,,,,,,,,,,,
Austin TX 78745,,,,,,,,,,,,,,,,,
(30.218294 -97.794998),17.12,2014-07-29 00:00:00,Not cleared,5.0,BURGLARY OF VEHICLE,D,30.218294,(30.218294-97.794998),1904 ST ALBANS BLVD,-97.794998,Theft: BOV,2014-07-29 00:00:00,20145033232.0,3098295.0,10052342.0,2014.0,78745.0
4115 BLOCK S CAPITAL OF TEXAS HWY NB Austin TX 78704,19.010000000000002,2015-02-06 00:00:00,Cleared by Arrest,5.0,THEFT BY SHOPLIFTING,D,,,4115 BLOCK S CAPITAL OF TEXAS HWY NB,,Theft,2015-02-04 00:00:00,2015351447.0,3097832.0,10059242.0,2015.0,78704.0
9500 S IH 35 SVRD SB,,,,,,,,,,,,,,,,,
Austin TX 78748,24.21,2014-05-17 00:00:00,Cleared by Arrest,5.0,THEFT BY SHOPLIFTING,F,,,9500 S IH 35 SVRD SB,,Theft: Shoplifting,2014-05-05 00:00:00,20141251322.0,3099459.0,10032098.0,2014.0,78748.0
3908 W BRAKER LN Austin TX 78759,17.54,2015-11-19 00:00:00,Not cleared,7.0,THEFT FROM AUTO,A,,,3908 W BRAKER LN,,Theft,2015-11-18 00:00:00,20155050864.0,3115780.0,10117837.0,2015.0,78759.0
8610 CULLEN LN Austin TX 78748,24.21,2015-07-16 00:00:00,Not cleared,2.0,AGG ASSAULT,F,,,8610 CULLEN LN,,Agg Assault,2015-07-10 00:00:00,20151911614.0,3100107.0,10035925.0,2015.0,78748.0
605 NECHES ST,,,,,,,,,,,,,,,,,
Austin TX 78701,,,,,,,,,,,,,,,,,
(30.267039 -97.738177),11,2014-01-24 00:00:00,Not cleared,9.0,THEFT,G,30.267039,(30.267039-97.738177),605 NECHES ST,-97.738177,Theft: All Other Larceny,2014-01-23 00:00:00,20145003485.0,3115846.0,10070440.0,2014.0,78701.0
2201 BARTON SPRINGS RD Austin TX 78704,19.010000000000002,2015-02-11 00:00:00,Not cleared,5.0,THEFT,D,,,2201 BARTON SPRINGS RD,,Theft,2015-02-07 00:00:00,20155005435.0,3105989.0,10069770.0,2015.0,78704.0
916 E KOENIG LN WB Austin TX 78752,15.03,2015-10-02 00:00:00,Not cleared,4.0,THEFT,I,,,916 E KOENIG LN WB,,Theft,2015-09-01 00:00:00,20155038586.0,3124037.0,10090565.0,2015.0,78752.0
12113 METRIC BLVD,,,,,,,,,,,,,,,,,
Austin TX 78758,,,,,,,,,,,,,,,,,
(30.403933 -97.698848),18.45,2014-01-27 00:00:00,Not cleared,7.0,BURGLARY OF RESIDENCE,E,30.403933,(30.403933-97.698848),12113 METRIC BLVD,-97.698848,Burglary / ,,,,,,
Breaking & Entering,2014-01-16 00:00:00,2014161111,3127286,10120469.0,2014,78758,,,,,,,,,,,
116 W ALPINE RD Austin TX 78704,13.08,2015-11-28 00:00:00,Not cleared,3.0,AUTO THEFT,D,,,116 W ALPINE RD,,Auto Theft,2015-11-27 00:00:00,20153301297.0,3108783.0,10056253.0,2015.0,78704.0
1630 RUTLAND DR Austin TX 78758,18.21,2015-05-07 00:00:00,Not cleared,4.0,BURGLARY OF VEHICLE,E,,,1630 RUTLAND DR,,Theft,2015-05-06 00:00:00,20155019383.0,3123028.0,10109223.0,2015.0,78758.0
5500 E OLTORF ST Austin TX 78741,23.14,2015-06-16 00:00:00,Not cleared,3.0,BURGLARY OF VEHICLE,H,,,5500 E OLTORF ST,,Theft,2015-06-02 00:00:00,20151531274.0,3122515.0,10053284.0,2015.0,78741.0
8000 SHOAL CREEK BLVD,,,,,,,,,,,,,,,,,
Austin TX 78757,,,,,,,,,,,,,,,,,
(30.363856 -97.739657),18.170000000000002,2014-12-12 00:00:00,Not cleared,7.0,THEFT BY SHOPLIFTING,B,30.363856,(30.363856-97.739657),8000 SHOAL CREEK BLVD,-97.739657,Theft: Shoplifting,2014-12-10 00:00:00,20145054302.0,3114069.0,10105913.0,2014.0,78757.0
1000 E 41ST ST Austin TX 78751,3.02,2015-11-02 00:00:00,Not cleared,9.0,THEFT BY SHOPLIFTING,B,,,1000 E 41ST ST,,Theft,2015-10-29 00:00:00,20155047825.0,3121345.0,10082705.0,2015.0,78751.0
1809 W RUNDBERG LN Austin TX 78758,18.2,2015-06-08 00:00:00,Not cleared,4.0,THEFT,E,,,1809 W RUNDBERG LN,,Theft,2015-05-02 00:00:00,20155018637.0,3122356.0,10108459.0,2015.0,78758.0
5000 SPRINGDALE RD Austin TX 78723,21.07,2015-06-23 00:00:00,Not cleared,1.0,THEFT,C,,,5000 SPRINGDALE RD,,Theft,2015-04-29 00:00:00,20151191733.0,3134491.0,10080448.0,2015.0,78723.0
E 6TH ST / WALLER ST Austin TX 78702,9.02,2015-03-19 00:00:00,Not cleared,3.0,THEFT OF BICYCLE,G,,,E 6TH ST / WALLER ST,,Theft,2015-03-16 00:00:00,20158000847.0,3118218.0,10069512.0,2015.0,78702.0
2418 STRATFORD DR Austin TX 78746,19.100000000000001,2015-07-21 00:00:00,Not cleared,8.0,THEFT,D,,,2418 STRATFORD DR,,Theft,2015-07-20 00:00:00,20155031581.0,3104306.0,10072771.0,2015.0,78746.0
1030 NORWOOD PARK BLVD Austin TX 78753,18.13,2015-12-22 00:00:00,Cleared by Arrest,4.0,THEFT BY SHOPLIFTING,I,,,1030 NORWOOD PARK BLVD,,Theft,2015-12-22 00:00:00,20153561171.0,3129997.0,10096983.0,2015.0,78753.0
5211 EILERS AVE Austin TX 78751,3.04,2015-02-13 00:00:00,Not cleared,9.0,THEFT,I,,,5211 EILERS AVE,,Theft,2015-02-12 00:00:00,2015430142.0,3122415.0,10087834.0,2015.0,78751.0
12435 DESSAU RD Austin TX 78754,18.420000000000002,2015-02-27 00:00:00,Not cleared,1.0,BURGLARY OF RESIDENCE,E,,,12435 DESSAU RD,,Burglary,2015-02-26 00:00:00,2015571387.0,3144155.0,10115386.0,2015.0,78754.0
211 ACADEMY DR Austin TX 78704,14.01,2015-01-28 00:00:00,Not cleared,9.0,BURGLARY OF RESIDENCE,H,,,211 ACADEMY DR,,Burglary,2015-01-10 00:00:00,2015100633.0,3113611.0,10064798.0,2015.0,78704.0
9002 SLAYTON DR,,,,,,,,,,,,,,,,,
Austin TX 78753,,,,,,,,,,,,,,,,,
(30.357681 -97.696619),18.059999999999999,2014-06-16 00:00:00,Not cleared,4.0,THEFT FROM AUTO,E,30.357681,(30.357681-97.696619),9002 SLAYTON DR,-97.696619,Theft: BOV,2014-06-14 00:00:00,20145026425.0,3128056.0,10103711.0,2014.0,78753.0
600 BARWOOD PARK,,,,,,,,,,,,,,,,,
Austin TX 78753,,,,,,,,,,,,,,,,,
(30.349146 -97.696582),18.059999999999999,2014-08-25 00:00:00,Not cleared,4.0,BURGLARY OF VEHICLE,E,30.349146,(30.349146-97.696582),600 BARWOOD PARK,-97.696582,Theft: BOV,2014-08-22 00:00:00,20145037467.0,3128171.0,10100704.0,2014.0,78753.0
1500 W WILLIAM CANNON DR,,,,,,,,,,,,,,,,,
Austin TX 78745,,,,,,,,,,,,,,,,,
(30.200812 -97.799888),24.09,2014-04-02 00:00:00,Not cleared,2.0,THEFT OF BICYCLE,F,30.200812,(30.200812-97.799888),1500 W WILLIAM CANNON DR,-97.799888,Theft: All Other Larceny,2014-04-02 00:00:00,2014920041.0,3096923.0,10046124.0,2014.0,78745.0
13435 N US 183 HWY NB Austin TX 78729,204.06,2015-02-04 00:00:00,Not cleared,6.0,BURGLARY OF VEHICLE,A,,,13435 N US 183 HWY NB,,Theft,2015-02-02 00:00:00,20155004541.0,3098565.0,10135948.0,2015.0,78729.0
6607 S IH 35 SVRD NB,,,,,,,,,,,,,,,,,
Austin TX 78744,24.27,2014-12-30 00:00:00,Not cleared,2.0,THEFT,F,,,6607 S IH 35 SVRD NB,,Theft: All Other Larceny,2014-12-27 00:00:00,20143611143.0,3106737.0,10041724.0,2014.0,78744.0
12621 HYMEADOW DR Austin TX 78729,204.08,2016-02-22 00:00:00,Not cleared,6.0,THEFT,A,,,12621 HYMEADOW DR,,Theft,2015-12-24 00:00:00,20158004631.0,3097641.0,10139458.0,2015.0,78729.0
6600 MIDDLE FISKVILLE RD Austin TX 78752,15.03,,,4.0,THEFT,I,,,6600 MIDDLE FISKVILLE RD,,Theft,2015-03-29 00:00:00,2015881418.0,3124701.0,10092754.0,2015.0,78752.0
7925 ROCKWOOD LN Austin TX 78757,18.170000000000002,2016-01-12 00:00:00,Not cleared,7.0,THEFT,B,,,7925 ROCKWOOD LN,,Theft,2015-12-23 00:00:00,20155056091.0,3115660.0,10104511.0,2015.0,78757.0
717 E PARMER LN,,,,,,,,,,,,,,,,,
Austin TX 78753,,,,,,,,,,,,,,,,,
(30.402123 -97.657295),18.39,2014-09-04 00:00:00,Not cleared,7.0,THEFT,E,30.402123,(30.402123-97.657295),717 E PARMER LN,-97.657295,Theft: All Other Larceny,2014-07-30 00:00:00,20145033545.0,3139209.0,10120022.0,2014.0,78753.0
HOLLY ST / WALLER ST,,,,,,,,,,,,,,,,,
Austin TX 78702,10,2014-08-05 00:00:00,Not cleared,3.0,BURGLARY OF VEHICLE,G,,,HOLLY ST / WALLER ST,,Theft: BOV,2014-07-13 00:00:00,20145030764.0,3117097.0,10066549.0,2014.0,78702.0
500 E 7TH ST,,,,,,,,,,,,,,,,,
Austin TX 78701,,,,,,,,,,,,,,,,,
(30.267644 -97.737698),11,2014-04-21 00:00:00,Not cleared,9.0,BURGLARY OF VEHICLE,G,30.267644,(30.267644-97.737698),500 E 7TH ST,-97.737698,Theft: BOV,2014-04-17 00:00:00,20145017101.0,3115952.0,10070759.0,2014.0,78701.0
2409 ANN ARBOR AVE,,,,,,,,,,,,,,,,,
Austin TX 78704,,,,,,,,,,,,,,,,,
(30.248112 -97.778585),13.04,2014-03-26 00:00:00,Not cleared,5.0,BURGLARY OF VEHICLE,D,30.248112,(30.248112-97.778585),2409 ANN ARBOR AVE,-97.778585,Theft: BOV,2014-03-24 00:00:00,20145013095.0,3103375.0,10063191.0,2014.0,78704.0
Austin TX 78752,,,,,,,,,,,,,,,,,
(30.332223 -97.703051),18.12,2014-03-03 00:00:00,Not cleared,4.0,AGG RAPE OF A CHILD,I,30.332223,(30.332223-97.703051),,-97.703051,Rape,2014-01-21 00:00:00,2014210589.0,,,2014.0,78752.0
2701 E 7TH ST Austin TX 78702,9.02,,,3.0,THEFT,C,,,2701 E 7TH ST,,Theft,2015-12-08 00:00:00,20153421367.0,3124306.0,10067892.0,2015.0,78702.0
1100 KINGSBURY ST Austin TX 78703,16.05,2015-04-29 00:00:00,Not cleared,9.0,THEFT OF BICYCLE,B,,,1100 KINGSBURY ST,,Theft,2015-04-26 00:00:00,20158001391.0,3111496.0,10075457.0,2015.0,78703.0
11500 METRIC BLVD Austin TX 78758,18.489999999999998,2015-06-09 00:00:00,Not cleared,7.0,BURGLARY OF VEHICLE,A,,,11500 METRIC BLVD,,Theft,2015-05-29 00:00:00,20151491065.0,3124200.0,10117009.0,2015.0,78758.0
11200 LAKELINE MALL DR Austin TX 78613,203.18,2015-03-06 00:00:00,Cleared by Arrest,6.0,THEFT BY SHOPLIFTING,A,,,11200 LAKELINE MALL DR,,Theft,2015-03-04 00:00:00,2015630613.0,3092524.0,10143916.0,2015.0,78613.0
1000 E 41ST ST Austin TX 78751,3.02,2015-09-22 00:00:00,Not cleared,9.0,THEFT BY SHOPLIFTING,B,,,1000 E 41ST ST,,Theft,2015-09-12 00:00:00,20152530947.0,3121345.0,10082705.0,2015.0,78751.0
10801 CATTHORN CV Austin TX 78759,17.55,2015-09-01 00:00:00,Not cleared,10.0,BURGLARY OF VEHICLE,A,,,10801 CATTHORN CV,,Theft,2015-08-24 00:00:00,20155037246.0,3105053.0,10124304.0,2015.0,78759.0
13005 HEINEMANN DR,,,,,,,,,,,,,,,,,
Austin TX 78727,,,,,,,,,,,,,,,,,
(30.440367 -97.74502),17.850000000000001,2014-12-19 00:00:00,Not cleared,6.0,AUTO THEFT,A,30.440367,(30.440367-97.74502),13005 HEINEMANN DR,-97.74502,Auto Theft,2014-12-14 00:00:00,20143480824.0,3112215.0,10133423.0,2014.0,78727.0
500 E 4TH ST,,,,,,,,,,,,,,,,,
Austin TX 78701,,,,,,,,,,,,,,,,,
(30.264788 -97.73843),11,2014-10-24 00:00:00,Not cleared,9.0,THEFT,G,30.264788,(30.264788-97.73843),500 E 4TH ST,-97.73843,Theft: All Other Larceny,2014-10-18 00:00:00,20148003090.0,3115657.0,10069693.0,2014.0,78701.0
4812 N IH 35 SVRD SB,,,,,,,,,,,,,,,,,
Austin TX 78751,3.04,2015-06-25 00:00:00,Not cleared,9.0,AUTO THEFT,B,,,4812 N IH 35 SVRD SB,,Auto Theft,2014-09-02 00:00:00,20142450945.0,3123490.0,10085135.0,2014.0,78751.0
5219 MEADOW CREEK DR,,,,,,,,,,,,,,,,,
Austin TX 78745,,,,,,,,,,,,,,,,,
